ticker,zeitraum,band,klasse,n,ew_atr
ENR.DE,bis2022,weit,unter Einstieg,60,-0.881
ENR.DE,bis2022,mittel,40-100,129,0.205
ENR.DE,bis2022,mittel,25-40,32,0.311
ENR.DE,bis2022,mittel,unter Einstieg,217,0.297
ENR.DE,bis2022,mittel,0-10,24,0.23
ENR.DE,bis2022,weit,10-25,21,-0.07
ENR.DE,bis2022,weit,25-40,21,-2.299
ENR.DE,bis2022,sehr weit,0-10,28,-0.658
ENR.DE,bis2022,sehr weit,40-100,84,-3.832
ENR.DE,bis2022,sehr weit,25-40,33,-4.621
ENR.DE,bis2022,sehr weit,10-25,26,-5.56
ENR.DE,bis2022,sehr weit,unter Einstieg,31,-1.661
ENR.DE,ab2023,mittel,25-40,20,-0.812
ENR.DE,ab2023,mittel,10-25,19,1.764
ENR.DE,ab2023,mittel,0-10,19,0.729
ENR.DE,ab2023,mittel,40-100,103,1.335
ENR.DE,ab2023,mittel,unter Einstieg,136,2.649
ENR.DE,ab2023,weit,0-10,14,0.879
ENR.DE,ab2023,weit,10-25,13,1.077
ENR.DE,ab2023,sehr weit,0-10,46,0.931
ENR.DE,ab2023,weit,40-100,14,0.363
ENR.DE,ab2023,weit,unter Einstieg,10,-1.857
ENR.DE,ab2023,weit,25-40,3,2.708
ENR.DE,ab2023,sehr weit,10-25,18,0.637
ENR.DE,ab2023,sehr weit,40-100,6,1.686
ENR.DE,ab2023,sehr weit,25-40,4,1.008
EOAN.DE,bis2022,mittel,10-25,53,0.348
EOAN.DE,bis2022,mittel,25-40,44,0.122
EOAN.DE,bis2022,mittel,40-100,134,-0.843
EOAN.DE,bis2022,sehr weit,10-25,2,-0.734
EOAN.DE,bis2022,mittel,0-10,31,-0.08
EOAN.DE,bis2022,mittel,unter Einstieg,122,-0.581
EOAN.DE,bis2022,weit,0-10,29,-0.32
EOAN.DE,bis2022,weit,25-40,33,-1.126
EOAN.DE,bis2022,weit,40-100,138,-0.574
EOAN.DE,bis2022,weit,unter Einstieg,83,-1.42
EOAN.DE,bis2022,weit,10-25,52,-1.645
EOAN.DE,bis2022,sehr weit,40-100,2,0.584
EOAN.DE,bis2022,frueh,40-100,2,-1.214
EOAN.DE,bis2022,frueh,25-40,2,-1.476
EOAN.DE,bis2022,frueh,unter Einstieg,31,-1.752
EOAN.DE,bis2022,sehr weit,0-10,2,0.514
EOAN.DE,bis2022,frueh,10-25,4,1.324
EOAN.DE,bis2022,frueh,0-10,1,0.495
EOAN.DE,ab2023,mittel,40-100,143,0.172
EOAN.DE,ab2023,mittel,unter Einstieg,69,0.125
EOAN.DE,ab2023,mittel,25-40,41,0.759
EOAN.DE,ab2023,mittel,10-25,42,-0.68
EOAN.DE,ab2023,mittel,0-10,42,-0.318
EOAN.DE,ab2023,weit,0-10,31,-0.542
EOAN.DE,ab2023,weit,10-25,17,-2.669
EOAN.DE,ab2023,weit,40-100,72,-2.557
EOAN.DE,ab2023,weit,unter Einstieg,21,-1.53
EOAN.DE,ab2023,weit,25-40,15,1.413
EOAN.DE,ab2023,frueh,0-10,1,-3.583
EOAN.DE,ab2023,sehr weit,10-25,6,-0.164
EOAN.DE,ab2023,sehr weit,0-10,15,0.062
EOAN.DE,ab2023,frueh,40-100,2,2.91
EOAN.DE,ab2023,frueh,25-40,1,1.898
EOAN.DE,ab2023,frueh,unter Einstieg,4,3.948
EQIX,bis2022,mittel,10-25,44,1.357
EQIX,bis2022,mittel,0-10,38,0.805
EQIX,bis2022,weit,0-10,70,0.35
EQIX,bis2022,sehr weit,10-25,26,0.425
EQIX,bis2022,weit,10-25,65,0.706
EQIX,bis2022,weit,40-100,140,1.884
EQIX,bis2022,weit,25-40,65,0.683
EQIX,bis2022,sehr weit,0-10,53,0.137
EQIX,bis2022,mittel,25-40,53,1.683
EQIX,bis2022,mittel,40-100,141,1.953
EQIX,bis2022,mittel,unter Einstieg,81,2.486
EQIX,bis2022,sehr weit,25-40,22,1.338
EQIX,bis2022,sehr weit,40-100,21,2.266
EQIX,bis2022,weit,unter Einstieg,48,1.023
EQIX,ab2023,mittel,0-10,23,-0.513
EQIX,ab2023,mittel,10-25,21,-0.277
EQIX,ab2023,mittel,unter Einstieg,70,0.002
EQIX,ab2023,weit,0-10,34,0.342
EQIX,ab2023,weit,10-25,32,-1.028
EQIX,ab2023,mittel,40-100,82,0.244
EQIX,ab2023,mittel,25-40,26,-0.162
EQIX,ab2023,weit,25-40,46,-0.003
EQIX,ab2023,weit,40-100,92,-0.165
EQIX,ab2023,sehr weit,0-10,12,0.344
EQIX,ab2023,weit,unter Einstieg,32,2.826
EQIX,ab2023,sehr weit,10-25,18,1.072
EQIX,ab2023,sehr weit,25-40,9,1.062
EQIX,ab2023,sehr weit,40-100,11,-2.756
EQIX,ab2023,sehr weit,unter Einstieg,1,-1.115
EQNR,bis2022,mittel,25-40,27,0.988
EQNR,bis2022,mittel,0-10,28,0.699
EQNR,bis2022,mittel,10-25,38,1.224
EQNR,bis2022,weit,10-25,38,1.127
EQNR,bis2022,sehr weit,0-10,26,0.371
EQNR,bis2022,mittel,40-100,70,0.8
EQNR,bis2022,weit,0-10,23,0.794
EQNR,bis2022,weit,40-100,55,1.88
EQNR,bis2022,mittel,unter Einstieg,121,0.521
EQNR,bis2022,weit,25-40,30,1.266
EQNR,bis2022,sehr weit,10-25,13,0.795
EQNR,bis2022,sehr weit,40-100,21,1.769
EQNR,bis2022,sehr weit,25-40,23,1.14
EQNR,bis2022,weit,unter Einstieg,28,3.57
EQNR,ab2023,mittel,10-25,47,0.048
EQNR,ab2023,weit,0-10,33,0.242
EQNR,ab2023,weit,10-25,30,-1.278
EQNR,ab2023,weit,40-100,73,-0.779
EQNR,ab2023,weit,unter Einstieg,117,0.525
EQNR,ab2023,sehr weit,0-10,88,-1.215
EQNR,ab2023,sehr weit,10-25,45,0.359
EQNR,ab2023,sehr weit,25-40,70,0.499
EQNR,ab2023,sehr weit,40-100,193,0.069
EQNR,ab2023,sehr weit,unter Einstieg,132,-0.101
EQNR,ab2023,mittel,25-40,56,-0.633
EQNR,ab2023,mittel,40-100,114,-0.045
EQNR,ab2023,mittel,unter Einstieg,123,-0.801
EQNR,ab2023,mittel,0-10,53,0.94
EQNR,ab2023,weit,25-40,22,-1.741
ETN,bis2022,mittel,40-100,52,0.93
ETN,bis2022,mittel,10-25,42,0.71
ETN,bis2022,mittel,0-10,28,0.212
ETN,bis2022,weit,10-25,25,0.419
ETN,bis2022,mittel,25-40,34,0.952
ETN,bis2022,weit,0-10,33,0.431
ETN,bis2022,weit,25-40,27,0.212
ETN,bis2022,weit,40-100,122,-0.06
ETN,bis2022,weit,unter Einstieg,48,0.583
ETN,bis2022,sehr weit,0-10,23,0.21
ETN,bis2022,sehr weit,10-25,25,-0.64
ETN,bis2022,mittel,unter Einstieg,58,-1.219
ETN,bis2022,sehr weit,25-40,15,-2.174
ETN,bis2022,sehr weit,40-100,51,0.867
ETN,bis2022,sehr weit,unter Einstieg,38,4.477
ETN,ab2023,mittel,25-40,37,0.273
ETN,ab2023,mittel,40-100,152,1.219
ETN,ab2023,mittel,10-25,33,-0.548
ETN,ab2023,mittel,0-10,24,0.49
ETN,ab2023,mittel,unter Einstieg,166,1.938
ETN,ab2023,weit,0-10,22,-0.371
ETN,ab2023,weit,10-25,37,-0.947
ETN,ab2023,weit,25-40,37,-0.963
ETN,ab2023,weit,40-100,73,-0.696
ETN,ab2023,weit,unter Einstieg,27,-1.15
ETN,ab2023,sehr weit,0-10,21,-0.138
ETN,ab2023,sehr weit,10-25,17,0.188
ETN,ab2023,sehr weit,40-100,26,1.074
ETN,ab2023,sehr weit,25-40,20,0.801
ETN,ab2023,sehr weit,unter Einstieg,5,-1.282
EXC,bis2022,mittel,10-25,34,0.417
EXC,bis2022,mittel,40-100,159,-0.094
EXC,bis2022,mittel,unter Einstieg,195,1.042
EXC,bis2022,mittel,25-40,32,0.835
EXC,bis2022,weit,10-25,51,-0.398
EXC,bis2022,weit,0-10,43,0.061
EXC,bis2022,weit,25-40,70,-0.54
EXC,bis2022,weit,unter Einstieg,60,-0.412
EXC,bis2022,weit,40-100,109,-1.61
EXC,bis2022,mittel,0-10,22,-0.815
EXC,bis2022,sehr weit,0-10,79,0.354
EXC,bis2022,sehr weit,10-25,36,-1.655
EXC,bis2022,sehr weit,40-100,69,-0.658
EXC,bis2022,sehr weit,25-40,37,-1.364
EXC,bis2022,sehr weit,unter Einstieg,38,1.046
EXC,ab2023,mittel,40-100,166,1.918
EXC,ab2023,mittel,10-25,44,0.741
EXC,ab2023,mittel,25-40,53,0.923
EXC,ab2023,weit,40-100,191,2.692
EXC,ab2023,weit,unter Einstieg,108,2.381
EXC,ab2023,weit,10-25,62,1.039
EXC,ab2023,weit,25-40,65,2.069
EXC,ab2023,weit,0-10,32,1.872
EXC,ab2023,sehr weit,10-25,62,1.076
EXC,ab2023,sehr weit,40-100,119,3.027
EXC,ab2023,sehr weit,unter Einstieg,34,2.806
EXC,ab2023,sehr weit,0-10,49,0.054
EXC,ab2023,mittel,0-10,37,0.78
EXC,ab2023,sehr weit,25-40,45,2.487
EXC,ab2023,mittel,unter Einstieg,142,2.285
FANG,bis2022,mittel,10-25,26,0.436
FANG,bis2022,mittel,40-100,81,0.128
FANG,bis2022,mittel,25-40,25,0.738
FANG,bis2022,weit,0-10,21,0.15
FANG,bis2022,weit,10-25,27,0.484
FANG,bis2022,weit,40-100,105,0.612
FANG,bis2022,sehr weit,0-10,46,0.505
FANG,bis2022,sehr weit,10-25,26,0.806
FANG,bis2022,sehr weit,25-40,33,1.437
FANG,bis2022,weit,unter Einstieg,69,-1.052
FANG,bis2022,sehr weit,40-100,81,2.206
FANG,bis2022,sehr weit,unter Einstieg,15,2.253
FANG,bis2022,mittel,unter Einstieg,38,-0.875
FANG,bis2022,mittel,0-10,10,0.539
FANG,bis2022,weit,25-40,29,0.395
FANG,ab2023,mittel,25-40,32,1.155
FANG,ab2023,weit,10-25,50,0.998
FANG,ab2023,sehr weit,10-25,91,0.771
FANG,ab2023,mittel,10-25,50,0.904
FANG,ab2023,weit,40-100,250,1.245
FANG,ab2023,weit,25-40,51,0.92
FANG,ab2023,weit,0-10,34,0.837
FANG,ab2023,weit,unter Einstieg,259,1.583
FANG,ab2023,sehr weit,0-10,74,0.307
FANG,ab2023,sehr weit,25-40,90,0.641
FANG,ab2023,mittel,40-100,97,1.435
FANG,ab2023,mittel,unter Einstieg,98,1.507
FANG,ab2023,mittel,0-10,19,0.983
FANG,ab2023,sehr weit,40-100,358,2.261
FANG,ab2023,sehr weit,unter Einstieg,125,2.783
FAST,bis2022,weit,40-100,38,1.378
FAST,bis2022,weit,25-40,18,2.138
FAST,bis2022,weit,10-25,33,0.939
FAST,bis2022,sehr weit,0-10,51,0.031
FAST,bis2022,sehr weit,25-40,78,1.062
FAST,bis2022,sehr weit,10-25,47,0.272
FAST,bis2022,sehr weit,40-100,134,2.256
FAST,bis2022,sehr weit,unter Einstieg,52,3.991
FAST,bis2022,mittel,40-100,93,1.086
FAST,bis2022,mittel,0-10,29,0.521
FAST,bis2022,weit,0-10,26,-0.138
FAST,bis2022,mittel,25-40,39,0.696
FAST,bis2022,weit,unter Einstieg,54,-0.829
FAST,bis2022,mittel,unter Einstieg,133,0.98
FAST,bis2022,mittel,10-25,53,0.781
FAST,ab2023,mittel,10-25,23,0.874
FAST,ab2023,mittel,25-40,19,1.996
FAST,ab2023,mittel,40-100,81,0.683
FAST,ab2023,mittel,unter Einstieg,116,0.692
FAST,ab2023,mittel,0-10,23,1.238
FAST,ab2023,weit,10-25,27,2.329
FAST,ab2023,weit,40-100,77,2.666
FAST,ab2023,sehr weit,0-10,41,0.503
FAST,ab2023,weit,0-10,11,1.344
FAST,ab2023,weit,25-40,14,2.083
FAST,ab2023,sehr weit,40-100,9,2.423
FAST,ab2023,sehr weit,25-40,6,3.441
FAST,ab2023,sehr weit,10-25,7,2.575
FAST,ab2023,weit,unter Einstieg,11,3.964
FDX,bis2022,weit,10-25,37,1.263
FDX,bis2022,mittel,10-25,38,0.799
FDX,bis2022,weit,25-40,34,1.869
FDX,bis2022,sehr weit,10-25,59,0.955
FDX,bis2022,mittel,40-100,101,1.855
FDX,bis2022,weit,40-100,46,1.826
FDX,bis2022,weit,0-10,20,1.164
FDX,bis2022,sehr weit,0-10,51,0.592
FDX,bis2022,sehr weit,25-40,30,1.747
FDX,bis2022,sehr weit,40-100,36,2.552
FDX,bis2022,mittel,25-40,25,1.729
FDX,bis2022,mittel,unter Einstieg,89,0.096
FDX,bis2022,mittel,0-10,24,0.965
FDX,bis2022,weit,unter Einstieg,24,0.27
FDX,bis2022,sehr weit,unter Einstieg,9,5.984
FDX,ab2023,weit,10-25,29,1.588
FDX,ab2023,mittel,10-25,36,0.671
FDX,ab2023,mittel,25-40,31,2.388
FDX,ab2023,mittel,40-100,88,2.018
FDX,ab2023,mittel,0-10,13,1.57
FDX,ab2023,weit,25-40,32,1.626
FDX,ab2023,sehr weit,0-10,66,0.752
FDX,ab2023,mittel,unter Einstieg,163,0.966
FDX,ab2023,sehr weit,40-100,79,1.693
FDX,ab2023,sehr weit,10-25,49,0.991
FDX,ab2023,sehr weit,25-40,33,0.59
FDX,ab2023,sehr weit,unter Einstieg,27,4.025
FDX,ab2023,weit,0-10,21,1.625
FDX,ab2023,weit,40-100,77,1.567
FDX,ab2023,weit,unter Einstieg,70,1.744
FRE.DE,bis2022,mittel,40-100,175,-0.963
FRE.DE,bis2022,mittel,10-25,42,-0.078
FRE.DE,bis2022,mittel,unter Einstieg,124,-1.79
FRE.DE,bis2022,frueh,40-100,14,-1.09
FRE.DE,bis2022,frueh,unter Einstieg,14,-2.299
FRE.DE,bis2022,weit,40-100,75,-2.314
FRE.DE,bis2022,weit,unter Einstieg,63,-1.651
FRE.DE,bis2022,mittel,0-10,29,-1.011
FRE.DE,bis2022,weit,10-25,21,0.118
FRE.DE,bis2022,weit,0-10,21,-0.014
FRE.DE,bis2022,sehr weit,0-10,9,-0.051
FRE.DE,bis2022,mittel,25-40,55,0.563
FRE.DE,bis2022,sehr weit,10-25,9,0.081
FRE.DE,bis2022,weit,25-40,15,-0.522
FRE.DE,bis2022,frueh,25-40,6,0.845
FRE.DE,bis2022,frueh,0-10,2,0.867
FRE.DE,bis2022,frueh,10-25,1,-3.599
FRE.DE,bis2022,sehr weit,40-100,4,1.635
FRE.DE,bis2022,sehr weit,25-40,1,1.075
FRE.DE,ab2023,mittel,10-25,28,0.904
FRE.DE,ab2023,sehr weit,25-40,8,-0.973
FRE.DE,ab2023,sehr weit,40-100,10,-1.813
FRE.DE,ab2023,sehr weit,10-25,14,0.249
FRE.DE,ab2023,sehr weit,unter Einstieg,5,-1.851
FRE.DE,ab2023,mittel,25-40,31,1.592
FRE.DE,ab2023,mittel,40-100,85,1.815
FRE.DE,ab2023,mittel,unter Einstieg,106,2.252
FRE.DE,ab2023,weit,10-25,19,0.992
FRE.DE,ab2023,weit,25-40,13,2.169
FRE.DE,ab2023,mittel,0-10,26,0.992
FRE.DE,ab2023,weit,0-10,21,0.566
FRE.DE,ab2023,frueh,10-25,2,-1.426
FRE.DE,ab2023,sehr weit,0-10,16,-0.09
FRE.DE,ab2023,weit,40-100,25,2.459
FRE.DE,ab2023,frueh,0-10,3,-0.586
FRE.DE,ab2023,frueh,unter Einstieg,21,-1.928
FRE.DE,ab2023,weit,unter Einstieg,31,3.823
FRE.DE,ab2023,frueh,25-40,2,-0.854
FRE.DE,ab2023,frueh,40-100,7,-3.549
FTNT,bis2022,mittel,0-10,34,-0.861
FTNT,bis2022,mittel,40-100,116,-2.424
FTNT,bis2022,mittel,unter Einstieg,231,-1.601
FTNT,bis2022,mittel,25-40,33,-2.097
FTNT,bis2022,weit,40-100,68,-0.824
FTNT,bis2022,sehr weit,0-10,21,-0.012
FTNT,bis2022,sehr weit,10-25,25,0.621
FTNT,bis2022,weit,0-10,37,-0.057
FTNT,bis2022,mittel,10-25,50,-1.271
FTNT,bis2022,weit,10-25,29,-0.874
FTNT,bis2022,weit,unter Einstieg,66,-0.438
FTNT,bis2022,frueh,0-10,4,-0.028
FTNT,bis2022,weit,25-40,23,-0.492
FTNT,bis2022,frueh,10-25,1,-3.936
FTNT,bis2022,frueh,40-100,2,-3.605
FTNT,bis2022,sehr weit,40-100,66,3.07
FTNT,bis2022,sehr weit,unter Einstieg,34,2.661
FTNT,bis2022,sehr weit,25-40,9,1.757
FTNT,ab2023,mittel,40-100,201,0.982
FTNT,ab2023,mittel,unter Einstieg,329,0.569
FTNT,ab2023,mittel,25-40,54,0.719
FTNT,ab2023,mittel,0-10,60,1.181
FTNT,ab2023,weit,0-10,26,2.179
FTNT,ab2023,frueh,0-10,3,-2.42
FTNT,ab2023,mittel,10-25,57,0.914
FTNT,ab2023,sehr weit,0-10,29,1.783
FTNT,ab2023,sehr weit,10-25,15,2.888
FTNT,ab2023,frueh,25-40,2,-3.409
FTNT,ab2023,frueh,40-100,3,-0.596
FTNT,ab2023,frueh,unter Einstieg,10,-1.915
FTNT,ab2023,sehr weit,25-40,16,5.338
FTNT,ab2023,sehr weit,40-100,49,9.442
FTNT,ab2023,frueh,10-25,4,-2.857
FTNT,ab2023,weit,25-40,11,4.864
FTNT,ab2023,weit,10-25,10,5.166
FTNT,ab2023,weit,40-100,64,7.564
FTNT,ab2023,weit,unter Einstieg,31,3.673
FTNT,ab2023,sehr weit,unter Einstieg,4,12.559
GD,bis2022,mittel,40-100,89,1.939
GD,bis2022,weit,0-10,27,0.578
GD,bis2022,sehr weit,0-10,19,0.081
GD,bis2022,sehr weit,10-25,29,0.241
GD,bis2022,sehr weit,40-100,30,0.431
GD,bis2022,sehr weit,unter Einstieg,6,0.355
GD,bis2022,sehr weit,25-40,13,1.101
GD,bis2022,mittel,10-25,40,1.167
GD,bis2022,mittel,0-10,24,1.039
GD,bis2022,mittel,25-40,39,1.618
GD,bis2022,weit,25-40,31,1.275
GD,bis2022,weit,10-25,34,0.69
GD,bis2022,weit,40-100,57,1.005
GD,bis2022,mittel,unter Einstieg,62,3.109
GD,bis2022,weit,unter Einstieg,24,0.787
GD,ab2023,mittel,40-100,136,-0.944
GD,ab2023,mittel,unter Einstieg,167,-1.008
GD,ab2023,mittel,0-10,39,-1.066
GD,ab2023,mittel,25-40,38,-0.486
GD,ab2023,mittel,10-25,42,0.632
GD,ab2023,weit,40-100,43,-1.896
GD,ab2023,weit,unter Einstieg,11,-1.532
GD,ab2023,weit,25-40,11,-2.482
GD,ab2023,weit,10-25,21,-1.216
GD,ab2023,weit,0-10,12,-0.28
GD,ab2023,sehr weit,0-10,36,-1.474
GD,ab2023,sehr weit,10-25,33,-2.276
GD,ab2023,sehr weit,25-40,25,-1.997
GD,ab2023,sehr weit,40-100,98,-1.112
GD,ab2023,sehr weit,unter Einstieg,15,2.402
GE,bis2022,frueh,40-100,34,-0.923
GE,bis2022,mittel,10-25,52,0.132
GE,bis2022,mittel,40-100,188,-0.28
GE,bis2022,mittel,25-40,64,-0.507
GE,bis2022,mittel,unter Einstieg,342,1.204
GE,bis2022,mittel,0-10,18,-0.254
GE,bis2022,weit,0-10,14,0.484
GE,bis2022,sehr weit,10-25,10,0.765
GE,bis2022,sehr weit,40-100,52,3.371
GE,bis2022,sehr weit,25-40,16,1.999
GE,bis2022,sehr weit,0-10,12,0.48
GE,bis2022,weit,10-25,18,1.328
GE,bis2022,frueh,10-25,6,-0.321
GE,bis2022,frueh,25-40,9,-0.685
GE,bis2022,frueh,unter Einstieg,103,0.882
GE,bis2022,sehr weit,unter Einstieg,8,5.176
GE,bis2022,weit,40-100,48,2.56
GE,bis2022,weit,unter Einstieg,37,4.591
GE,bis2022,weit,25-40,15,1.565
GE,bis2022,frueh,0-10,4,-1.239
GE,ab2023,frueh,unter Einstieg,1,-2.5
GE,ab2023,frueh,40-100,3,-0.647
GE,ab2023,mittel,10-25,25,-0.13
GE,ab2023,mittel,0-10,19,-0.945
GE,ab2023,mittel,25-40,33,-1.942
GE,ab2023,mittel,40-100,52,-0.022
GE,ab2023,mittel,unter Einstieg,54,2.046
GE,ab2023,weit,25-40,32,-0.8
GE,ab2023,weit,40-100,111,-0.293
GE,ab2023,weit,10-25,31,-1.224
GE,ab2023,weit,unter Einstieg,108,-0.024
GE,ab2023,frueh,10-25,6,-1.415
GE,ab2023,weit,0-10,30,-0.485
GE,ab2023,sehr weit,10-25,12,1.148
GE,ab2023,sehr weit,0-10,15,0.003
GE,ab2023,sehr weit,40-100,95,3.4
GE,ab2023,sehr weit,25-40,40,2.314
GE,ab2023,frueh,25-40,1,3.93
GE,ab2023,sehr weit,unter Einstieg,4,5.014
GE,ab2023,frueh,0-10,1,4.564
GEHC,ab2023,mittel,10-25,23,-1.493
GEHC,ab2023,weit,0-10,25,-0.768
GEHC,ab2023,sehr weit,10-25,49,-2.012
GEHC,ab2023,sehr weit,25-40,41,-3.52
GEHC,ab2023,sehr weit,40-100,140,-1.391
GEHC,ab2023,sehr weit,0-10,23,-1.376
GEHC,ab2023,sehr weit,unter Einstieg,68,-0.004
GEHC,ab2023,weit,40-100,60,-0.424
GEHC,ab2023,weit,unter Einstieg,43,-1.021
GEHC,ab2023,weit,25-40,36,-1.424
GEHC,ab2023,weit,10-25,32,-0.728
GEHC,ab2023,mittel,0-10,26,-1.477
GEHC,ab2023,mittel,40-100,49,-1.093
GEHC,ab2023,mittel,25-40,25,-1.302
GEHC,ab2023,mittel,unter Einstieg,76,0.536
GEV,ab2023,frueh,40-100,2,2.414
GEV,ab2023,mittel,0-10,10,-0.529
GEV,ab2023,mittel,40-100,111,0.662
GEV,ab2023,mittel,25-40,19,-0.584
GEV,ab2023,mittel,10-25,23,0.106
GEV,ab2023,mittel,unter Einstieg,83,1.074
GEV,ab2023,weit,0-10,5,0.21
GEV,ab2023,weit,25-40,17,1.936
GEV,ab2023,weit,10-25,21,1.39
GEV,ab2023,weit,40-100,18,3.078
GEV,ab2023,sehr weit,0-10,12,0.041
GEV,ab2023,frueh,10-25,1,-3.882
GEV,ab2023,frueh,25-40,2,-3.778
GEV,ab2023,weit,unter Einstieg,14,-1.344
GEV,ab2023,sehr weit,10-25,5,1.971
GEV,ab2023,sehr weit,25-40,2,2.254
GEV,ab2023,frueh,0-10,1,2.054
GFS,bis2022,mittel,25-40,11,-1.386
GFS,bis2022,mittel,0-10,11,-0.072
GFS,bis2022,weit,10-25,9,-0.426
GFS,bis2022,sehr weit,25-40,9,-1.192
GFS,bis2022,sehr weit,40-100,27,0.092
GFS,bis2022,sehr weit,unter Einstieg,30,-0.073
GFS,bis2022,sehr weit,0-10,14,-0.55
GFS,bis2022,sehr weit,10-25,19,-1.877
GFS,bis2022,mittel,10-25,12,-0.992
GFS,bis2022,mittel,40-100,30,-2.842
GFS,bis2022,weit,0-10,8,-0.779
GFS,bis2022,mittel,unter Einstieg,20,-1.324
GFS,bis2022,weit,40-100,15,-0.323
GFS,bis2022,weit,unter Einstieg,5,1.54
GFS,bis2022,weit,25-40,7,0.462
GFS,ab2023,mittel,25-40,21,0.652
GFS,ab2023,mittel,10-25,31,0.807
GFS,ab2023,weit,10-25,36,0.173
GFS,ab2023,weit,0-10,33,0.883
GFS,ab2023,sehr weit,0-10,74,-0.087
GFS,ab2023,mittel,0-10,11,0.185
GFS,ab2023,weit,40-100,172,0.209
GFS,ab2023,weit,25-40,53,0.497
GFS,ab2023,mittel,unter Einstieg,233,-0.194
GFS,ab2023,mittel,40-100,115,-0.52
GFS,ab2023,sehr weit,10-25,82,0.216
GFS,ab2023,sehr weit,25-40,105,-1.846
GFS,ab2023,sehr weit,40-100,534,1.036
GFS,ab2023,weit,unter Einstieg,94,1.058
GFS,ab2023,sehr weit,unter Einstieg,128,1.771
GILD,bis2022,mittel,10-25,29,1.071
GILD,bis2022,mittel,40-100,119,1.181
GILD,bis2022,mittel,25-40,31,1.043
GILD,bis2022,mittel,0-10,17,0.943
GILD,bis2022,sehr weit,0-10,51,-0.012
GILD,bis2022,mittel,unter Einstieg,90,1.305
GILD,bis2022,sehr weit,40-100,55,2.93
GILD,bis2022,sehr weit,25-40,18,1.65
GILD,bis2022,weit,40-100,122,2.04
GILD,bis2022,weit,unter Einstieg,29,2.488
GILD,bis2022,weit,25-40,56,1.8
GILD,bis2022,weit,10-25,56,1.382
GILD,bis2022,weit,0-10,21,1.307
GILD,bis2022,sehr weit,10-25,41,0.994
GILD,bis2022,sehr weit,unter Einstieg,1,3.63
GILD,ab2023,mittel,0-10,22,0.614
GILD,ab2023,mittel,10-25,30,0.027
GILD,ab2023,mittel,40-100,66,0.017
GILD,ab2023,mittel,unter Einstieg,178,0.675
GILD,ab2023,mittel,25-40,22,1.83
GILD,ab2023,weit,0-10,31,0.454
GILD,ab2023,sehr weit,10-25,62,0.548
GILD,ab2023,sehr weit,40-100,65,1.426
GILD,ab2023,sehr weit,0-10,48,0.156
GILD,ab2023,sehr weit,25-40,34,0.45
GILD,ab2023,weit,25-40,28,0.187
GILD,ab2023,weit,40-100,132,2.12
GILD,ab2023,weit,unter Einstieg,210,3.052
GILD,ab2023,weit,10-25,23,-0.443
GILD,ab2023,sehr weit,unter Einstieg,64,1.127
GLW,bis2022,mittel,0-10,24,-0.383
GLW,bis2022,mittel,10-25,25,-0.623
GLW,bis2022,mittel,25-40,22,-1.474
GLW,bis2022,mittel,unter Einstieg,138,-1.617
GLW,bis2022,mittel,40-100,75,-0.978
GLW,bis2022,weit,40-100,129,-0.407
GLW,bis2022,weit,10-25,45,-0.133
GLW,bis2022,weit,25-40,42,-0.356
GLW,bis2022,weit,unter Einstieg,117,1.261
GLW,bis2022,weit,0-10,19,-0.344
GLW,bis2022,sehr weit,0-10,29,-0.216
GLW,bis2022,sehr weit,10-25,14,-0.357
GLW,bis2022,sehr weit,25-40,20,-0.766
GLW,bis2022,sehr weit,40-100,78,-1.728
GLW,bis2022,sehr weit,unter Einstieg,31,-0.998
GLW,ab2023,mittel,10-25,45,0.255
GLW,ab2023,weit,25-40,20,-0.653
GLW,ab2023,weit,40-100,61,1.878
GLW,ab2023,weit,unter Einstieg,106,-0.057
GLW,ab2023,weit,10-25,37,0.827
GLW,ab2023,weit,0-10,25,-0.186
GLW,ab2023,sehr weit,0-10,35,0.357
GLW,ab2023,sehr weit,10-25,16,2.037
GLW,ab2023,mittel,unter Einstieg,37,1.259
GLW,ab2023,sehr weit,40-100,14,3.973
GLW,ab2023,sehr weit,unter Einstieg,23,2.55
GLW,ab2023,sehr weit,25-40,6,0.091
GLW,ab2023,mittel,40-100,40,1.631
GLW,ab2023,mittel,25-40,17,0.072
GLW,ab2023,mittel,0-10,22,0.061
GM,bis2022,weit,unter Einstieg,113,-0.771
GM,bis2022,weit,40-100,94,-0.378
GM,bis2022,mittel,10-25,43,-0.094
GM,bis2022,mittel,40-100,139,0.38
GM,bis2022,mittel,unter Einstieg,169,-0.565
GM,bis2022,mittel,25-40,46,0.67
GM,bis2022,weit,10-25,39,-0.215
GM,bis2022,sehr weit,10-25,23,-1.904
GM,bis2022,sehr weit,40-100,43,-2.443
GM,bis2022,sehr weit,unter Einstieg,12,-1.688
GM,bis2022,weit,25-40,34,0.256
GM,bis2022,sehr weit,25-40,3,-3.056
GM,bis2022,mittel,0-10,35,-0.472
GM,bis2022,weit,0-10,34,-0.016
GM,bis2022,sehr weit,0-10,45,0.076
GM,ab2023,mittel,0-10,15,-0.358
GM,ab2023,mittel,40-100,184,-0.477
GM,ab2023,weit,10-25,32,-0.502
GM,ab2023,weit,40-100,79,-0.039
GM,ab2023,sehr weit,10-25,52,1.3
GM,ab2023,sehr weit,0-10,45,-0.382
GM,ab2023,mittel,10-25,37,0.012
