ticker,klasse_atr,faelle,verlust_atr_median,verlust_pct_median,hoeher_nach_5_pct,schluss_5_median_pct,tiefer_5_median_atr,tiefer_5_p90_atr,hoch_5_median_atr,hoeher_nach_10_pct,schluss_10_median_pct,tiefer_10_median_atr,tiefer_10_p90_atr,hoch_10_median_atr,hoeher_nach_20_pct,schluss_20_median_pct,tiefer_20_median_atr,tiefer_20_p90_atr,hoch_20_median_atr,hoeher_nach_60_pct,schluss_60_median_pct,tiefer_60_median_atr,tiefer_60_p90_atr,hoch_60_median_atr
ADSK,2.0,4,2.14,5.38,50.0,-0.92,1.2,2.16,0.72,50.0,-0.4,1.39,2.41,0.72,75.0,2.65,1.9,2.73,4.29,75.0,5.41,2.73,5.59,4.84
ADSK,2.5,1,2.68,6.9,100.0,7.78,0.32,0.32,2.88,100.0,10.45,0.32,0.32,4.04,100.0,19.36,0.32,0.32,7.25,100.0,24.6,0.32,0.32,11.96
ADSK,2.75,2,2.79,6.37,50.0,-1.53,1.82,2.63,1.02,50.0,1.43,2.37,3.62,1.29,50.0,-5.34,3.89,6.36,1.77,50.0,-1.79,5.45,9.16,3.03
ADSK,3.0,1,3.12,8.59,100.0,5.0,0.18,0.18,1.89,100.0,6.43,0.18,0.18,2.38,100.0,2.39,0.24,0.24,2.38,0.0,-2.85,1.23,1.23,3.01
ADSK,3.75,2,3.85,14.22,100.0,4.03,0.21,0.53,1.43,100.0,2.48,0.27,0.55,2.21,100.0,6.69,0.41,0.58,2.4,50.0,-5.18,2.0,3.16,2.44
ADSK,4.0,1,4.01,9.37,0.0,-7.32,3.1,3.1,1.07,0.0,-8.3,3.26,3.26,1.07,0.0,-5.0,3.96,3.96,1.07,100.0,3.97,4.88,4.88,3.16
AEP,0.25,201,0.35,0.65,55.7,0.38,0.84,3.1,1.01,51.7,0.14,1.18,3.88,1.46,48.3,-0.19,2.07,4.96,2.04,60.7,2.79,3.08,7.28,4.15
AEP,0.5,131,0.62,1.16,60.3,0.75,0.7,2.58,1.15,57.3,0.5,0.88,3.47,1.5,60.3,1.97,1.64,4.1,2.42,63.4,5.05,2.55,7.96,4.98
AEP,0.75,83,0.87,1.54,55.4,0.36,1.0,2.68,0.91,53.0,0.17,1.15,3.64,1.48,53.0,0.62,1.95,5.09,2.16,69.9,4.09,2.73,7.06,4.99
AEP,1.0,60,1.11,2.08,50.0,-0.04,1.22,3.02,0.76,55.0,0.62,1.31,4.34,1.63,56.7,1.57,1.88,5.2,2.28,66.7,3.66,2.77,6.66,4.52
AEP,1.25,28,1.32,2.56,39.3,-0.45,1.24,3.92,0.85,42.9,-0.77,1.64,6.56,1.55,42.9,-0.74,2.13,9.94,1.84,42.9,-2.37,3.5,10.67,2.91
AEP,1.5,12,1.63,2.92,58.3,0.64,0.74,2.03,0.94,66.7,0.87,0.75,2.53,1.44,66.7,2.85,0.87,3.33,2.35,58.3,1.79,2.49,5.04,4.15
AEP,1.75,6,1.81,3.99,50.0,-1.56,1.85,4.04,0.9,50.0,-1.38,2.64,4.69,0.9,33.3,-2.11,2.74,4.69,1.22,100.0,9.13,2.88,5.0,6.08
AEP,2.0,2,2.09,4.37,100.0,1.34,2.15,2.67,0.72,100.0,3.44,2.15,2.67,2.55,100.0,3.9,2.15,2.67,2.56,50.0,6.74,2.16,2.68,5.28
AEP,2.25,3,2.34,4.13,33.3,-2.09,1.54,2.3,1.0,100.0,1.55,1.54,2.3,1.47,100.0,2.23,1.54,2.3,2.6,100.0,9.99,2.49,2.87,6.15
AEP,3.25,1,3.31,5.72,100.0,7.54,3.24,3.24,5.23,0.0,-10.15,10.91,10.91,5.23,0.0,-10.95,15.9,15.9,5.23,0.0,-13.47,15.9,15.9,5.23
AIR.DE,0.25,202,0.39,0.83,57.9,0.94,0.88,2.74,1.0,63.4,1.26,1.21,3.71,1.85,66.8,2.24,1.63,6.04,2.66,67.8,5.15,2.72,9.42,4.61
AIR.DE,0.5,146,0.61,1.49,54.8,0.7,0.83,2.27,1.15,59.6,1.43,1.3,3.63,1.74,64.4,2.2,1.7,4.5,2.71,69.2,6.11,2.38,8.76,5.08
AIR.DE,0.75,88,0.88,1.87,60.2,0.59,0.86,2.44,1.17,62.5,1.31,1.07,3.3,1.62,61.4,0.93,1.71,5.01,2.57,71.6,5.86,3.31,8.48,5.52
AIR.DE,1.0,54,1.13,2.73,53.7,0.44,1.12,3.95,1.06,59.3,0.78,1.63,6.19,1.5,55.6,1.96,2.12,7.2,2.62,64.8,6.2,3.15,9.21,5.14
AIR.DE,1.25,27,1.35,2.84,44.4,-0.68,1.22,3.09,1.18,44.4,-0.73,1.7,5.49,1.62,51.9,0.74,2.11,8.96,1.73,74.1,5.55,3.63,12.04,4.21
AIR.DE,1.5,21,1.61,3.41,33.3,-0.84,1.4,3.33,0.93,47.6,-1.55,1.55,7.22,1.52,52.4,1.41,1.91,7.22,2.41,61.9,3.99,2.55,14.31,5.78
AIR.DE,1.75,3,1.81,4.64,33.3,-3.7,2.92,3.07,1.26,33.3,-0.48,3.11,3.62,1.26,33.3,-0.88,3.11,3.62,1.78,66.7,5.62,3.11,11.39,4.82
AIR.DE,2.0,9,2.11,4.91,66.7,0.48,0.74,4.04,1.41,66.7,2.87,0.74,5.16,1.93,77.8,7.55,1.79,7.84,3.0,77.8,6.45,2.98,26.95,4.63
AIR.DE,2.25,3,2.38,4.43,66.7,0.13,0.83,1.55,1.36,100.0,1.82,0.83,1.55,1.36,66.7,6.41,0.83,2.85,3.53,0.0,-9.78,8.98,12.39,5.65
AIR.DE,2.5,1,2.58,6.73,0.0,-0.17,1.31,1.31,0.87,0.0,-5.92,2.6,2.6,0.87,0.0,-12.32,4.81,4.81,0.87,0.0,-8.01,5.65,5.65,1.59
AIR.DE,2.75,1,2.85,5.67,100.0,2.68,-0.18,-0.18,1.92,100.0,4.45,0.16,0.16,3.03,100.0,4.97,0.16,0.16,3.03,100.0,14.36,0.16,0.16,8.2
AIR.DE,3.5,1,3.69,11.55,0.0,-0.76,0.7,0.7,1.25,100.0,6.27,0.7,0.7,2.49,100.0,13.24,0.7,0.7,3.89,100.0,14.84,0.7,0.7,6.19
AIR.DE,3.75,1,3.77,9.51,0.0,-2.12,1.9,1.9,0.7,0.0,-2.14,1.9,1.9,0.92,0.0,-1.86,1.9,1.9,0.92,0.0,-3.71,2.15,2.15,2.09
ALV.DE,0.25,210,0.35,0.56,52.4,0.24,0.9,2.79,1.05,56.7,0.53,1.25,3.77,1.47,54.8,0.52,2.0,5.51,2.32,72.4,4.69,3.12,9.41,4.95
ALV.DE,0.5,134,0.61,0.92,58.2,0.5,0.91,3.1,1.09,57.5,0.53,1.41,3.88,1.69,55.2,0.99,1.96,6.03,2.34,79.1,6.52,3.11,9.4,6.23
ALV.DE,0.75,84,0.87,1.38,57.1,0.44,1.09,3.07,1.15,63.1,1.33,1.17,3.52,1.77,59.5,1.62,1.95,5.41,2.56,73.8,4.49,4.25,11.1,5.82
ALV.DE,1.0,40,1.1,1.94,60.0,0.51,1.07,2.5,1.26,60.0,1.3,1.35,3.8,1.79,70.0,3.28,2.14,4.49,2.94,80.0,6.86,2.43,5.66,5.98
ALV.DE,1.25,17,1.38,2.18,47.1,-0.25,0.89,3.54,1.12,58.8,0.63,1.65,4.52,1.46,70.6,1.63,1.76,7.06,2.69,58.8,3.61,2.63,9.35,4.6
ALV.DE,1.5,17,1.66,2.58,58.8,1.15,0.72,2.09,1.55,70.6,1.43,1.21,4.58,2.29,41.2,-1.03,2.92,6.93,2.29,58.8,1.71,6.61,10.56,4.63
ALV.DE,1.75,9,1.86,2.71,55.6,0.52,0.83,5.02,1.81,66.7,2.49,1.01,5.19,2.52,66.7,3.94,1.16,5.19,5.25,88.9,13.93,4.9,7.31,9.11
ALV.DE,2.0,13,2.07,3.6,69.2,0.71,0.79,2.95,1.45,69.2,2.57,1.83,10.36,2.87,76.9,3.48,1.83,15.63,3.13,46.2,-1.07,2.99,25.38,5.64
ALV.DE,2.25,8,2.42,3.61,37.5,-0.62,2.14,6.4,1.07,50.0,0.62,2.19,8.17,1.26,62.5,2.8,2.47,13.18,2.05,87.5,7.47,2.69,13.34,6.75
ALV.DE,2.5,2,2.62,3.85,50.0,-0.41,0.95,1.79,1.03,50.0,-0.9,1.59,2.76,1.21,50.0,2.22,1.65,2.77,2.46,100.0,7.44,3.67,6.41,6.21
ALV.DE,3.0,1,3.01,6.05,0.0,-1.32,6.43,6.43,0.66,100.0,6.71,6.43,6.43,3.13,100.0,11.82,6.43,6.43,6.47,100.0,6.86,6.43,6.43,7.26
ALV.DE,3.5,2,3.52,6.65,100.0,3.34,0.78,0.97,2.34,100.0,4.89,0.78,0.97,3.45,100.0,5.4,0.78,0.97,3.62,100.0,5.19,1.48,2.23,7.44
AMAT,0.25,200,0.36,1.2,59.0,1.01,0.88,2.88,1.25,59.0,1.31,1.29,3.72,1.8,64.0,4.0,1.85,5.36,2.81,65.0,10.43,2.81,7.69,5.85
AMAT,0.5,148,0.64,2.16,57.4,1.47,0.84,2.27,1.09,57.4,1.41,1.17,3.47,1.63,58.8,1.96,1.79,4.53,2.26,60.8,5.12,2.96,7.41,4.93
AMAT,0.75,87,0.86,2.93,55.2,0.8,1.01,2.48,1.2,62.1,2.06,1.26,3.62,2.0,66.7,6.76,1.73,4.04,3.08,67.8,8.27,2.53,6.37,5.48
AMAT,1.0,50,1.12,3.83,58.0,2.25,0.88,2.95,1.27,62.0,2.9,1.13,3.64,2.06,62.0,5.56,1.33,4.79,3.41,66.0,3.89,2.84,9.0,4.93
AMAT,1.25,26,1.36,5.0,65.4,3.35,0.48,2.16,1.45,57.7,2.89,0.89,2.86,1.86,80.8,5.59,1.56,3.27,2.75,73.1,16.79,2.05,6.05,6.17
AMAT,1.5,12,1.59,6.05,50.0,-0.1,0.71,1.68,0.97,58.3,1.59,1.13,2.17,1.41,66.7,3.51,1.42,3.21,2.73,83.3,13.4,2.13,6.81,5.59
AMAT,1.75,14,1.83,6.62,57.1,1.05,1.21,3.21,1.21,71.4,5.55,1.3,3.31,1.74,57.1,8.35,1.57,4.15,3.28,78.6,21.2,2.23,5.49,6.19
AMAT,2.0,9,2.08,6.9,44.4,-0.23,0.98,3.49,1.17,55.6,2.28,0.98,4.57,2.3,55.6,2.65,1.65,5.46,3.96,66.7,10.38,1.65,7.76,5.7
AMAT,2.25,3,2.33,8.74,66.7,2.01,0.87,2.09,1.23,100.0,4.06,0.87,2.09,1.97,100.0,14.46,0.87,2.09,2.85,100.0,48.28,0.87,2.09,10.35
AMAT,2.5,1,2.52,8.18,0.0,-0.14,0.08,0.08,1.6,0.0,-9.88,3.04,3.04,1.6,0.0,-7.91,3.93,3.93,1.6,100.0,2.5,7.56,7.56,1.6
AMAT,2.75,2,2.8,9.95,50.0,-0.2,0.68,0.96,0.84,50.0,4.15,0.85,1.26,1.44,50.0,-0.88,0.88,1.31,1.63,50.0,-4.96,2.71,3.61,2.85
AMAT,3.25,1,3.27,10.48,0.0,-6.15,1.85,1.85,0.51,0.0,-3.58,3.14,3.14,0.51,0.0,-8.38,6.16,6.16,0.51,0.0,-7.14,6.16,6.16,0.51
AMAT,3.75,1,3.87,14.07,100.0,0.74,0.56,0.56,0.54,0.0,-0.33,0.56,0.56,0.71,100.0,5.97,1.0,1.0,1.43,100.0,45.74,1.0,1.0,11.9
AMD,0.25,193,0.37,1.52,52.8,0.29,1.0,2.38,1.02,53.9,0.85,1.28,3.05,1.6,53.4,0.92,1.87,4.09,2.27,60.6,10.72,3.08,7.34,5.5
AMD,0.5,141,0.61,2.61,54.6,0.5,1.0,2.56,1.1,51.1,0.51,1.28,3.1,1.47,48.2,-0.6,1.72,4.7,2.2,52.5,4.44,3.09,7.16,4.16
AMD,0.75,97,0.86,3.59,56.7,1.59,1.01,2.5,0.96,52.6,1.33,1.25,3.11,1.55,53.6,2.21,1.89,4.4,2.33,60.8,7.79,2.95,6.44,4.82
AMD,1.0,41,1.11,5.27,48.8,-0.1,0.97,1.84,0.84,51.2,0.28,1.38,2.8,1.1,68.3,6.54,1.79,3.74,2.46,65.9,8.03,2.33,7.69,5.26
AMD,1.25,29,1.35,5.78,51.7,0.77,0.78,1.77,1.02,51.7,1.31,1.25,2.55,1.79,51.7,3.55,1.76,3.21,2.16,44.8,-2.27,2.15,7.33,4.0
AMD,1.5,14,1.61,6.99,71.4,1.64,0.55,2.17,1.26,50.0,0.52,1.11,3.15,2.01,28.6,-5.72,1.91,4.18,2.01,50.0,0.57,3.43,7.8,3.16
AMD,1.75,11,1.83,7.82,63.6,2.82,0.8,3.76,1.01,45.5,-1.7,1.21,3.76,1.4,45.5,-3.3,2.9,5.16,2.29,72.7,15.22,2.9,6.28,6.86
AMD,2.0,3,2.13,8.51,66.7,0.29,0.58,1.78,0.99,66.7,3.47,0.58,2.05,2.17,66.7,15.58,0.58,2.05,4.31,66.7,12.26,1.06,2.16,6.12
AMD,2.25,1,2.29,10.21,0.0,-9.28,1.88,1.88,0.5,0.0,-9.38,3.21,3.21,0.5,0.0,-11.72,4.75,4.75,0.5,100.0,2.98,4.75,4.75,1.85
AMD,2.5,3,2.52,13.87,66.7,6.69,0.62,0.95,1.27,100.0,1.59,0.62,0.95,1.27,66.7,6.42,0.78,0.98,1.46,100.0,40.16,0.78,0.98,10.64
AMD,3.0,1,3.0,10.62,0.0,-2.36,1.51,1.51,0.01,0.0,-6.26,1.62,1.62,0.36,0.0,-8.32,2.66,2.66,0.36,0.0,-21.03,6.1,6.1,0.36
AMGN,0.25,227,0.38,0.76,51.1,0.03,0.89,2.51,0.86,48.9,-0.09,1.32,4.0,1.25,51.5,0.51,1.88,5.36,2.09,63.9,4.27,2.9,9.2,4.43
AMGN,0.5,145,0.62,1.27,51.0,0.16,0.97,2.28,0.92,55.9,0.69,1.26,3.25,1.4,51.7,0.82,1.75,3.95,2.54,68.3,6.5,2.79,6.9,5.34
AMGN,0.75,56,0.85,1.84,53.6,0.17,0.97,2.3,0.98,46.4,-0.12,1.32,3.85,1.33,53.6,0.91,1.89,5.36,2.04,58.9,2.17,2.67,7.41,4.38
AMGN,1.0,39,1.07,2.31,48.7,-0.08,0.94,2.32,1.12,53.8,0.4,1.16,3.76,1.41,46.2,-0.83,1.73,5.47,1.75,61.5,4.41,2.54,7.36,4.35
AMGN,1.25,31,1.34,2.89,64.5,1.5,0.87,2.23,1.73,54.8,0.94,1.33,2.64,1.91,61.3,1.83,1.66,3.29,2.46,74.2,12.2,2.3,5.62,7.92
AMGN,1.5,7,1.54,3.37,42.9,-0.02,1.38,2.27,1.92,42.9,-0.08,1.54,2.73,1.97,42.9,-1.01,1.55,5.9,1.97,57.1,3.07,3.88,6.15,6.69
AMGN,1.75,5,1.88,4.47,60.0,0.57,1.13,2.48,0.73,60.0,2.77,1.13,2.48,1.18,60.0,0.54,1.91,4.3,2.85,80.0,6.31,1.91,7.2,3.87
AMGN,2.0,5,2.21,5.14,60.0,0.37,0.92,3.01,1.02,20.0,-5.04,1.78,4.16,1.08,20.0,-2.46,3.81,4.72,2.41,80.0,3.41,3.81,5.07,3.11
AMGN,2.25,4,2.35,4.76,50.0,-0.35,1.56,3.46,1.38,75.0,2.36,1.85,3.64,2.13,50.0,-0.82,1.85,3.64,2.21,75.0,2.33,5.5,10.44,4.66
AMGN,2.5,1,2.74,6.39,0.0,-1.96,1.22,1.22,0.29,0.0,-2.86,1.78,1.78,0.29,0.0,-7.06,3.28,3.28,0.29,100.0,6.03,4.5,4.5,3.97
AMGN,3.0,1,3.17,7.14,0.0,-5.57,2.91,2.91,1.18,0.0,-5.55,5.37,5.37,1.18,0.0,-7.78,5.37,5.37,1.18,100.0,0.06,6.0,6.0,1.81
AMGN,3.25,1,3.37,6.46,0.0,-0.08,0.94,0.94,1.23,100.0,0.12,0.94,0.94,1.23,0.0,-1.42,1.38,1.38,1.23,0.0,-8.56,5.63,5.63,1.23
AMGN,3.5,1,3.61,7.22,100.0,5.34,1.11,1.11,2.6,100.0,5.97,1.11,1.11,4.34,100.0,1.49,1.11,1.11,4.34,100.0,5.39,1.11,1.11,4.34
AMT,0.25,181,0.35,0.79,48.6,-0.04,0.99,3.01,0.91,50.8,0.09,1.5,4.16,1.24,48.1,-0.24,2.06,6.33,2.03,47.5,-1.0,4.56,8.73,3.46
AMT,0.5,169,0.62,1.48,51.5,0.12,0.98,2.66,0.95,49.7,-0.13,1.5,3.89,1.54,50.3,0.03,2.0,6.02,2.22,51.5,1.22,3.51,7.97,3.8
AMT,0.75,96,0.87,2.0,49.0,-0.19,0.93,2.28,0.87,52.1,0.29,1.23,3.29,1.36,52.1,0.27,1.85,5.09,2.35,40.6,-2.82,3.33,7.99,3.25
AMT,1.0,58,1.12,2.63,58.6,0.54,0.78,2.59,1.26,60.3,1.74,1.06,4.68,1.55,62.1,2.75,1.46,6.55,2.52,50.0,0.04,3.42,10.59,4.0
AMT,1.25,24,1.34,2.92,58.3,0.43,1.04,2.91,0.91,54.2,0.85,1.31,3.8,1.84,54.2,1.35,2.31,5.87,2.1,58.3,1.64,3.13,9.89,3.55
AMT,1.5,12,1.61,3.91,41.7,-0.33,1.49,3.12,0.82,41.7,-3.18,2.41,5.99,1.08,58.3,1.64,2.41,9.93,1.71,50.0,2.16,3.47,9.93,4.39
AMT,1.75,8,1.82,4.23,25.0,-0.79,1.47,3.02,0.5,37.5,-0.4,1.93,3.94,0.93,62.5,1.11,2.29,3.94,1.9,50.0,-1.62,4.44,7.49,4.8
AMT,2.0,3,2.1,4.24,66.7,3.47,1.21,1.81,1.32,66.7,2.78,1.21,2.24,1.51,66.7,1.21,1.21,2.67,1.62,66.7,1.8,1.44,5.62,4.94
AMT,2.25,2,2.35,9.86,0.0,-7.41,2.06,2.29,1.16,50.0,3.15,3.52,4.93,1.16,50.0,7.03,4.17,6.09,1.93,100.0,18.74,4.17,6.09,4.64
AMT,2.5,2,2.59,6.64,0.0,-2.89,1.58,2.14,0.68,50.0,-1.07,1.64,2.23,0.68,100.0,3.23,1.66,2.28,1.51,50.0,2.73,3.03,3.5,3.64
AMT,2.75,1,2.81,6.44,0.0,-1.96,1.31,1.31,0.72,0.0,-7.04,2.94,2.94,0.72,0.0,-5.24,4.77,4.77,0.72,0.0,-2.88,6.88,6.88,0.72
AMZN,0.25,204,0.36,0.92,52.5,0.35,0.97,2.34,1.07,54.9,0.52,1.31,3.31,1.42,61.3,2.7,1.73,4.82,2.41,66.2,4.75,2.74,8.39,4.98
AMZN,0.5,154,0.62,1.62,57.8,0.42,0.98,2.71,1.07,55.8,0.81,1.37,4.22,1.63,63.6,2.55,1.67,5.38,2.64,68.2,6.01,2.86,8.1,5.49
AMZN,0.75,98,0.84,2.24,52.0,0.47,0.96,2.7,0.97,58.2,0.95,1.29,3.51,1.62,62.2,3.0,1.75,5.81,2.77,64.3,5.81,2.62,8.68,5.29
AMZN,1.0,52,1.09,2.68,57.7,0.67,1.09,2.95,1.1,55.8,2.04,1.54,4.56,1.82,46.2,-0.49,1.96,7.43,2.52,61.5,2.22,4.39,9.79,4.73
AMZN,1.25,27,1.34,3.38,44.4,-0.4,0.86,3.09,1.21,63.0,2.78,1.04,4.6,1.51,66.7,2.05,1.8,5.6,2.12,85.2,6.63,2.0,6.66,6.94
AMZN,1.5,15,1.6,4.25,66.7,1.49,0.77,1.72,2.01,53.3,3.05,1.7,3.38,2.01,66.7,3.78,1.7,4.6,2.01,73.3,15.96,2.81,8.41,7.47
AMZN,1.75,8,1.83,5.1,62.5,1.95,1.02,3.45,0.95,62.5,3.54,1.02,5.13,1.46,75.0,4.76,1.03,6.26,3.14,50.0,5.36,2.72,6.37,5.67
AMZN,2.0,3,2.13,7.06,0.0,-3.65,1.32,1.59,0.77,33.3,-5.99,1.79,2.91,0.77,33.3,-9.32,3.0,3.45,0.77,66.7,0.23,3.52,7.8,1.72
AMZN,2.25,2,2.37,8.88,50.0,0.5,2.34,2.34,1.03,50.0,1.1,2.34,2.34,1.73,100.0,6.4,2.34,2.34,2.03,100.0,17.89,2.34,2.34,5.09
AMZN,2.75,1,2.9,14.05,0.0,-7.65,1.6,1.6,0.28,0.0,-9.03,3.13,3.13,0.28,0.0,-7.35,3.29,3.29,0.28,0.0,-2.66,3.29,3.29,0.67
AMZN,3.0,1,3.21,7.56,100.0,0.52,0.33,0.33,0.75,0.0,-1.01,0.68,0.68,0.75,100.0,0.66,1.79,1.79,0.75,0.0,-0.22,1.79,1.79,2.62
AMZN,4.0,1,4.03,8.27,100.0,3.7,0.69,0.69,2.39,100.0,7.58,0.69,0.69,4.03,100.0,6.64,0.69,0.69,4.03,100.0,5.69,0.77,0.77,5.02
APP,0.25,158,0.39,2.39,57.0,0.85,0.81,2.3,1.2,57.6,2.85,1.11,3.4,1.64,55.7,3.63,1.53,4.03,2.58,61.4,12.23,2.58,7.0,4.68
APP,0.5,103,0.6,3.32,57.3,1.66,0.8,2.2,1.24,63.1,4.48,1.15,3.34,1.79,59.2,4.55,1.48,4.92,2.61,58.3,10.54,2.73,7.57,5.53
APP,0.75,81,0.89,5.49,53.1,0.89,0.95,2.51,0.98,56.8,3.22,1.43,3.28,1.22,49.4,-0.39,1.96,4.52,1.82,54.3,7.25,2.86,7.21,4.35
APP,1.0,23,1.12,7.02,47.8,-1.72,1.12,2.49,0.73,56.5,2.18,1.68,3.63,1.46,52.2,2.95,2.0,5.61,2.14,39.1,-5.61,3.27,7.08,2.99
APP,1.25,17,1.32,7.57,52.9,2.8,1.0,2.96,0.77,58.8,4.2,1.28,3.75,1.93,64.7,5.52,1.5,5.73,2.82,58.8,32.82,3.67,8.67,5.92
APP,1.5,11,1.63,8.54,36.4,-1.88,1.15,1.99,0.97,36.4,-6.54,1.92,3.66,1.78,54.5,5.55,3.19,4.99,1.9,63.6,19.38,3.99,7.9,5.96
APP,1.75,6,1.82,11.63,66.7,9.26,0.76,1.74,1.73,50.0,2.45,0.97,2.48,2.03,50.0,9.92,1.42,3.56,3.19,83.3,20.69,1.42,6.77,4.02
APP,2.0,3,2.01,14.68,33.3,-3.35,1.95,1.98,0.65,66.7,0.21,1.98,2.82,0.72,33.3,-3.89,1.98,3.37,0.73,33.3,-30.5,3.93,6.18,6.65
APP,2.25,3,2.31,16.89,66.7,0.11,0.63,2.3,1.33,33.3,-3.59,2.13,2.62,1.33,66.7,5.78,2.13,2.62,1.33,66.7,14.79,2.49,2.69,3.85
APP,2.5,1,2.56,9.73,0.0,-2.87,1.56,1.56,0.5,0.0,-1.51,1.56,1.56,0.79,0.0,-0.23,1.56,1.56,1.49,0.0,-4.53,3.16,3.16,3.21
ARM,0.25,91,0.37,2.01,57.1,2.04,0.83,2.38,1.21,59.3,4.3,0.97,3.0,1.92,62.6,4.52,1.68,4.77,2.91,65.9,24.16,2.37,6.99,7.84
ARM,0.5,56,0.62,3.14,48.2,-0.18,0.95,2.92,0.85,58.9,2.96,1.12,3.47,1.79,60.7,7.32,1.68,4.53,2.59,60.7,7.86,3.29,7.41,6.94
ARM,0.75,22,0.86,4.33,54.5,0.73,1.01,1.91,1.59,72.7,4.75,1.51,3.51,2.55,81.8,12.41,1.68,3.74,3.88,68.2,7.98,2.48,4.97,6.85
ARM,1.0,22,1.09,5.18,59.1,1.36,0.88,3.26,0.97,59.1,5.1,0.93,3.68,1.64,63.6,13.54,1.12,4.95,3.86,54.5,9.28,1.65,6.72,6.52
ARM,1.25,14,1.31,7.48,35.7,-3.27,1.17,2.5,0.72,64.3,0.38,1.31,4.77,1.45,42.9,-3.6,2.1,5.61,2.1,57.1,10.8,4.03,7.11,3.49
ARM,1.5,6,1.61,9.02,83.3,6.63,0.56,1.05,1.68,66.7,2.95,1.01,2.45,2.0,16.7,-6.23,1.89,4.37,2.0,50.0,0.4,3.41,6.41,4.01
ARM,1.75,3,1.77,9.64,66.7,2.8,1.98,2.78,1.21,100.0,3.08,1.98,2.78,1.55,100.0,8.58,1.98,2.78,3.13,100.0,59.98,1.98,2.78,11.86
ARM,2.0,2,2.24,14.37,100.0,4.91,0.02,0.28,2.42,100.0,10.91,0.02,0.28,2.96,50.0,3.92,0.78,1.12,3.16,0.0,-19.47,4.61,6.17,3.16
ARM,2.25,2,2.37,14.45,50.0,4.89,1.63,3.13,1.1,50.0,2.62,1.63,3.13,1.19,100.0,16.12,1.63,3.13,2.99,100.0,75.25,1.63,3.13,13.34
ARM,3.0,1,3.11,13.44,0.0,-4.11,0.96,0.96,-0.07,0.0,-0.58,0.96,0.96,0.72,100.0,0.83,2.03,2.03,0.72,100.0,20.73,2.03,2.03,5.52
ASML,0.25,193,0.37,1.1,54.9,0.69,0.82,2.37,1.15,60.6,1.56,1.27,3.46,1.71,63.7,3.88,1.68,4.73,2.67,69.9,8.86,2.91,7.7,6.32
ASML,0.5,149,0.61,1.8,59.1,1.03,0.84,2.91,1.11,61.1,2.2,1.13,4.23,1.92,61.1,3.25,1.65,5.3,2.58,61.7,6.89,3.34,9.89,4.73
ASML,0.75,91,0.84,2.63,60.4,1.61,0.77,2.89,1.15,56.0,0.76,1.5,5.13,1.99,56.0,2.34,1.94,6.1,2.69,64.8,9.63,2.99,7.88,5.62
ASML,1.0,43,1.1,3.07,55.8,1.16,1.16,3.03,1.29,53.5,0.83,1.72,4.65,1.9,48.8,-0.37,2.14,5.88,2.43,65.1,7.7,3.67,8.71,5.65
ASML,1.25,35,1.36,3.81,60.0,1.18,1.02,2.24,1.01,54.3,1.2,1.45,3.44,1.73,62.9,5.71,1.81,4.87,2.81,77.1,14.76,2.29,6.98,6.61
ASML,1.5,16,1.62,4.59,43.8,-1.04,1.27,3.58,1.03,62.5,1.27,1.33,3.58,1.72,62.5,3.05,1.96,3.65,1.94,62.5,5.32,3.65,8.15,3.56
ASML,1.75,12,1.86,6.02,66.7,3.73,0.95,2.78,1.39,66.7,2.98,1.23,2.99,2.12,75.0,8.2,1.57,3.07,2.78,66.7,7.2,2.42,5.49,5.45
ASML,2.0,4,2.15,4.95,50.0,0.08,1.44,3.32,1.92,75.0,2.15,1.8,3.54,2.67,75.0,4.36,2.2,3.78,3.4,75.0,9.67,6.3,13.63,7.12
ASML,2.25,2,2.39,6.94,0.0,-3.16,2.11,2.48,0.73,0.0,-5.22,2.19,2.5,0.73,100.0,1.6,2.19,2.5,1.08,100.0,9.69,2.19,2.5,5.99
ASML,3.5,1,3.71,10.93,0.0,-4.51,1.64,1.64,0.3,0.0,-2.16,2.99,2.99,0.91,0.0,-8.05,7.39,7.39,0.91,0.0,-11.71,7.39,7.39,0.91
ASML,3.75,1,3.93,11.37,0.0,-3.07,1.18,1.18,1.33,100.0,0.54,1.18,1.18,1.33,100.0,2.64,1.78,1.78,1.33,100.0,36.47,1.78,1.78,13.78
ASML,4.0,1,4.07,15.64,0.0,-0.19,1.42,1.42,0.37,0.0,-1.7,1.42,1.42,0.37,0.0,-5.44,2.0,2.0,0.37,100.0,8.81,2.0,2.0,2.81
AVGO,0.25,204,0.38,1.08,60.3,1.27,0.82,2.29,1.08,61.8,1.81,1.12,3.04,1.77,67.2,3.94,1.53,4.3,2.7,75.5,12.66,2.11,6.93,6.44
AVGO,0.5,130,0.6,1.66,59.2,0.89,0.91,2.2,1.08,64.6,2.14,1.12,3.12,1.78,73.1,4.79,1.42,4.1,3.1,76.2,9.82,1.82,5.98,5.61
AVGO,0.75,92,0.86,2.69,68.5,1.73,0.77,2.19,1.3,69.6,3.62,1.03,3.19,2.04,75.0,4.35,1.25,3.6,3.06,76.1,8.71,1.88,6.24,5.69
AVGO,1.0,53,1.14,3.4,66.0,2.01,0.77,2.81,1.36,69.8,3.28,1.07,4.93,1.89,71.7,4.74,1.47,5.07,2.61,83.0,16.22,2.53,7.71,6.52
